"F#","Score","nose_score","nose_x","nose_y","leftEye_score","leftEye_x","leftEye_y","rightEye_score","rightEye_x","rightEye_y","leftEar_score","leftEar_x","leftEar_y","rightEar_score","rightEar_x","rightEar_y","leftShoulder_score","leftShoulder_x","leftShoulder_y","rightShoulder_score","rightShoulder_x","rightShoulder_y","leftElbow_score","leftElbow_x","leftElbow_y","rightElbow_score","rightElbow_x","rightElbow_y","leftWrist_score","leftWrist_x","leftWrist_y","rightWrist_score","rightWrist_x","rightWrist_y","leftHip_score","leftHip_x","leftHip_y","rightHip_score","rightHip_x","rightHip_y","leftKnee_score","leftKnee_x","leftKnee_y","rightKnee_score","rightKnee_x","rightKnee_y","leftAnkle_score","leftAnkle_x","leftAnkle_y","rightAnkle_score","rightAnkle_x","rightAnkle_y"
"0","0.7368668043876395","0.993402898311615","126.47409875408498","91.8386705786781","0.9913085103034973","132.9294641033497","85.24016523783186","0.9804942607879639","113.78351747600082","85.99679592436395","0.7911384105682373","148.58936185151146","90.47364361518252","0.8141852021217346","105.66032858455883","91.43955737088635","0.9893279075622559","163.24756497651146","149.30254640832413","0.9823507070541382","89.7335994944853","155.19154236379978","0.9827464818954468","199.15094911662584","199.91878003145743","0.9583290815353394","49.98855890012255","206.53752419800887","0.9109970927238464","156.55645233353758","152.16936229604536","0.915544331073761","59.40159217984069","155.23059406111727","0.9661088585853577","166.13728043300654","297.995335401687","0.9729576110839844","102.71870532066994","299.5915289684735","0.09361016750335693","155.44524548100492","352.2810836386892","0.12433371692895889","126.44795336754494","352.7455557764104","0.033598773181438446","192.05946180555557","306.4431087527655","0.026301663368940353","-2.5237628213720384","305.71318229742815"
"1","0.737261388450861","0.99325031042099","126.23799243004494","91.81310062914824","0.9908092617988586","132.942564721201","85.05116150442478","0.9813002943992615","114.28236219618056","85.83728351424226","0.7951171398162842","148.57131459354576","90.76504057487556","0.8063348531723022","105.74721392463236","91.44415121162888","0.9897871017456055","163.52381089154412","148.27192188364216","0.9826825857162476","89.71472247753269","154.67983549675057","0.9846429824829102","198.7448618770425","197.67517089843753","0.9601305723190308","49.58797280305352","205.82731803961562","0.9032398462295532","158.32171670751634","153.85305759126106","0.9081887602806091","59.455622255412585","155.51286815542036","0.9719678163528442","167.3114372702206","298.1439262997788","0.9727125763893127","102.84316916870915","297.51887228636616","0.10603922605514526","155.7736704707925","352.3029590707965","0.12258750200271606","105.29251397824756","341.5931039995852","0.03492700308561325","190.20495046977126","306.8248431450498","0.02972577139735222","-2.1372788871815005","305.24699253318585"
"2","0.7335663198986474","0.9927541613578796","126.30790760314544","91.19584075117534","0.9920780062675476","131.5097065844567","85.35209453211422","0.9809184074401855","112.07119810814952","85.55545503059321","0.7982295155525208","148.56400633169935","90.27175768286781","0.8006533980369568","105.06606955933415","91.89834999827158","0.9871842265129089","163.64144518484477","149.50239063364216","0.9785047769546509","91.06716579861111","153.2111027810426","0.9826982617378235","198.330157909518","198.51306476424227","0.9613397121429443","46.842607485702615","205.14679765279317","0.9212576150894165","160.93794679330065","156.54871037576052","0.8642935752868652","70.89167177287582","162.080926135578","0.9721963405609131","165.9316597732843","298.34381913716817","0.9786836504936218","103.35436453227125","300.34974764933634","0.09128455817699432","151.59312129799838","353.4127726597069","0.10840179771184921","106.02961920445262","341.5004169835454","0.031556010246276855","189.4919321895425","307.957763671875","0.02859342470765114","-2.73709914263557","304.6845508676715"
"3","0.7329996697166387","0.992144763469696","127.3968545751634","91.20655971290792","0.9910973310470581","132.3898415160335","85.20198855779869","0.981459379196167","113.85539534824348","86.2111670570036","0.7637433409690857","144.55258438010623","91.48828287040239","0.8012050986289978","105.47245998008579","91.55834906924088","0.9874317646026611","164.17427810968138","148.13875721619195","0.9814379215240479","89.89726945465686","155.70512889760786","0.9812564253807068","196.96225234885623","196.22395473243918","0.9654237031936646","43.67668999565972","210.24589606090987","0.9048863649368286","160.84989659926472","154.98247804894913","0.8665727376937866","63.60299702563317","154.83754926023232","0.9727790951728821","168.39899599162584","297.93881576673124","0.9772442579269409","103.99853675194036","299.2316376002489","0.11382782459259033","156.326944189134","352.73081011476773","0.1201213076710701","106.30961499183007","341.5202831167036","0.030937742441892624","189.5443984885621","308.92695874239496","0.029425326734781265","-0.35812773735694636","321.14673715777104"
"4","0.7362088792245177","0.9923930764198303","126.12941367953432","91.71395630963082","0.9915557503700256","132.515948925143","85.47230408254978","0.9808743596076965","114.21857447406046","86.241330847276","0.8226615786552429","148.5561714920343","91.1204272244884","0.7867332696914673","105.26904137305965","91.67719748167866","0.9870237112045288","163.61948848549838","149.34287822352047","0.9806283712387085","89.70231598498775","157.27745393736174","0.9833479523658752","197.57729524101308","196.8485064211145","0.9700238704681396","41.59085541768791","210.18007531630258","0.9036545753479004","160.0082656760621","155.0116290877351","0.8783641457557678","61.886524873621326","154.8031643217644","0.9703675508499146","165.32175500408496","295.7954447248341","0.9769546985626221","103.94291896446079","300.1897815265487","0.10679762810468674","154.8450425091912","352.30043124308634","0.1209210455417633","105.47673643024919","341.06245462873346","0.0334208644926548","179.26714728860296","309.7845729051438","0.029828498139977455","-3.272932962654463","303.7869451742257"
"5","0.7396180371151251","0.9923390746116638","126.35791653901144","91.7016250475318","0.9903900027275085","132.52938463796977","85.05776464411643","0.9803174734115601","115.35012637867648","86.23561082688055","0.8047652244567871","148.96889680351308","90.68044746871544","0.7955526113510132","105.5169956980188","91.33670232992257","0.9895371198654175","163.42577167585785","147.67579205268254","0.9851502776145935","89.49171677134396","153.57045941648232","0.9841237664222717","196.6751557393791","198.58165639691651","0.9651367664337158","45.9252849902982","207.58845236449116","0.8941590189933777","156.34915619893792","150.4384970875968","0.9092726707458496","63.10644611034518","155.03131697663164","0.9708027839660645","165.4172570720997","298.9522802302268","0.9753764867782593","103.47753587111929","298.75173923188606","0.14106592535972595","154.96170343137257","351.0035908116704","0.12776875495910645","103.81002189287173","339.83629614905976","0.03410137817263603","178.9800985498366","309.29971610550336","0.03364729508757591","-2.106914146273744","306.38863082480646"
"6","0.7382555481265572","0.9920077323913574","126.56329784517975","91.37440909326605","0.9904386401176453","132.44277056525735","85.24375442909984","0.9826815724372864","115.50254672181373","86.47974064919802","0.8002445101737976","148.5403422436683","90.49269954715156","0.7851417064666748","105.63020992902369","91.3657804506015","0.9891495108604431","163.196470971201","148.11670353982302","0.9831569790840149","88.34671319699756","154.52709636857026","0.9823843240737915","196.44489762050654","198.43150991254151","0.9658171534538269","44.53638812295752","208.66483705233685","0.8924106359481812","153.37210860906865","147.3565403761062","0.9098930358886719","61.592375312755316","153.79934125241982","0.969582200050354","165.255166845384","298.8858761407633","0.9768778085708618","103.43639099520017","299.1091675884956","0.13783873617649078","155.91314976511438","350.9126214221516","0.12608766555786133","104.28730085784315","339.74983147815266","0.03403056412935257","179.4418753829657","308.49758452018807","0.03260154277086258","-2.3626751369900174","305.8668936670354"
"7","0.7396896948270938","0.9915562272071838","126.64530037275327","91.10069882553236","0.9898317456245422","132.49202952665442","85.16988838668419","0.9816967248916626","115.89169570823121","86.30762150857302","0.8013208508491516","149.4290460324755","90.0082883581651","0.7927038669586182","105.75284671160131","90.79395665531666","0.9900404810905457","164.07671760110296","147.03288120506085","0.9838882088661194","88.792134203942","153.56511208863387","0.9819763898849487","197.17336218341504","199.11771791171185","0.9651498794555664","43.874990425857845","209.90789632881638","0.8934164643287659","154.87317453022877","151.5930499861726","0.9193305373191833","74.80321946486929","161.44008940300057","0.9703662991523743","164.93395437602126","296.4171607093474","0.9757825136184692","102.97976824193219","298.9386040341538","0.1307789832353592","155.88011897467322","350.3837220858684","0.1359163522720337","103.90617819393383","338.5874196280421","0.036907415837049484","178.54709201388889","308.3476000760509","0.034061871469020844","-2.3659974141837727","306.28570286573563"
"8","0.7367610736366581","0.9919509887695312","126.37016346252044","90.88211464670908","0.9893859028816223","132.75984221813727","85.07718516662058","0.9805801510810852","115.69891237745098","86.2338121802406","0.808856189250946","148.96811491523692","89.90070984426853","0.7864387035369873","105.72560029871325","90.63804153847484","0.9888672232627869","163.54297513276146","148.18352893390488","0.9837323427200317","88.95005170036765","154.4588126123479","0.9802953600883484","197.80407475490196","198.23586252938333","0.9651361107826233","42.52395929074755","209.53178473278487","0.8699967861175537","155.39119944852942","150.95663695208796","0.9147072434425354","61.229738721660546","155.165518701604","0.971233606338501","165.07290709252453","296.0134212527655","0.9765669107437134","102.59045968647877","300.3842298119469","0.1364133656024933","154.42473766850492","350.9396497338219","0.11855621635913849","103.98325801674837","339.47115467712945","0.03322698175907135","179.02870327818627","308.3841239456582","0.02899416908621788","-2.6143683639227175","306.14103334139935"
"9","0.7378877493388513","0.9923276305198669","126.95873385161357","91.6945033790791","0.9897351264953613","132.79497134140115","85.25549424433076","0.9812042117118835","115.80683689491423","87.10290689383989","0.7964422106742859","149.08667470894608","90.32965465984515","0.8024390339851379","105.47882678462011","90.82469568843337","0.9898704886436462","163.0230992136438","148.00901159775998","0.9842472076416016","89.50138665492238","154.5395734668833","0.9796820282936096","196.8603196486928","197.2852534741427","0.9687203764915466","41.80533215890523","209.3422948786643","0.885090172290802","158.24217154309642","154.24514635474281","0.9002217054367065","75.85736443014706","162.36057517802823","0.9705761671066284","165.10285820057192","295.35673698492815","0.9762181043624878","102.47519499336194","300.005833448562","0.13430537283420563","154.98163360396242","350.4791313779038","0.12756751477718353","104.04471603094363","339.77569310011063","0.034567005932331085","178.435138378268","309.69204792934187","0.030877381563186646","-1.237916385426241","321.4655999377766"
