"F#","Score","nose_score","nose_x","nose_y","leftEye_score","leftEye_x","leftEye_y","rightEye_score","rightEye_x","rightEye_y","leftEar_score","leftEar_x","leftEar_y","rightEar_score","rightEar_x","rightEar_y","leftShoulder_score","leftShoulder_x","leftShoulder_y","rightShoulder_score","rightShoulder_x","rightShoulder_y","leftElbow_score","leftElbow_x","leftElbow_y","rightElbow_score","rightElbow_x","rightElbow_y","leftWrist_score","leftWrist_x","leftWrist_y","rightWrist_score","rightWrist_x","rightWrist_y","leftHip_score","leftHip_x","leftHip_y","rightHip_score","rightHip_x","rightHip_y","leftKnee_score","leftKnee_x","leftKnee_y","rightKnee_score","rightKnee_x","rightKnee_y","leftAnkle_score","leftAnkle_x","leftAnkle_y","rightAnkle_score","rightAnkle_x","rightAnkle_y"
"0","0.7346167559461558","0.9896790981292725","118.8425021701389","90.95114378802545","0.990711510181427","131.50502323325165","86.08441108095963","0.9831775426864624","107.05432368259804","81.84123351510648","0.9116717576980591","140.60093698937908","91.16770246387584","0.7968188524246216","92.29958129084967","90.07935110446627","0.9953016042709351","169.63303908803107","153.56707277551163","0.9879468083381653","83.40870576746325","139.54597405627766","0.9836010336875916","197.29082095077615","230.92649206650998","0.9761690497398376","43.53110718571283","158.1004076932384","0.9474100470542908","185.18154169219773","314.00082748548124","0.850257158279419","65.56992474724265","89.37322836006638","0.9625740647315979","161.73094107434642","305.39888905212945","0.9805673956871033","100.57794309129902","305.2770347932799","0.04359642043709755","158.216592626634","356.8926191751936","0.05931682884693146","48.74404807495915","340.2599017387998","0.014631927013397217","142.93832018484477","323.68927812154317","0.01505375187844038","116.91636827256946","322.25635629839604"
"1","0.7327826390152469","0.9887902736663818","119.52624751072305","90.53706616426992","0.9897575378417969","131.14370308670343","86.47931124256776","0.9839037656784058","106.45683338439544","80.5363477858822","0.9044188857078552","139.84949448529412","90.90799247269082","0.7784184813499451","92.50542534722223","89.8980361803443","0.995177149772644","169.4294130412582","153.46435546875","0.9884752035140991","85.05065519046161","139.7377324737279","0.9836032390594482","197.29993234272877","229.36751914235344","0.973974347114563","41.968930313010624","157.39647249204924","0.9370623230934143","183.13345715890523","313.2132147054757","0.8485004305839539","64.14373659620098","87.83382989663994","0.9622762799263","162.610453686683","305.55402637582966","0.980032742023468","99.36604817708334","303.8044779279591","0.04559490829706192","157.5162441278595","357.0695995229536","0.06548184156417847","49.779483570772065","339.38517612693585","0.015864307060837746","143.24534696691177","322.64677604742815","0.015973147004842758","59.22428704554739","331.35225819275445"
"2","0.7316681221675347","0.9896774888038635","119.26538405075573","90.39153782667313","0.9915818572044373","131.326904296875","84.67843654936395","0.9840340614318848","106.11683166104984","80.4658035683421","0.9076923131942749","140.06834341809642","90.73279456754702","0.776443600654602","92.01001933976717","89.18609619140626","0.9950786828994751","169.39432381025327","153.20201232370025","0.9858099222183228","83.83763531454248","144.6212363454093","0.9830923676490784","197.81767003676472","228.70783713011616","0.974547803401947","40.959456699346404","158.29752964256085","0.9338540434837341","184.17475681678923","312.87276816579094","0.8406747579574585","63.216608583537585","88.84188221619193","0.96299147605896","162.11325252757354","306.3020365217091","0.9795199632644653","99.78971194597631","303.8454092920354","0.045336540788412094","157.379780688317","357.05362235550336","0.057077933102846146","50.74841069240196","340.5685883918695","0.015304499305784702","142.52980749591504","323.12511882950776","0.01564076542854309","116.77571614583334","321.80419921875006"
"3","0.7311903354437912","0.9897119998931885","119.20788334865196","90.51121264432385","0.9909808039665222","130.85285660488154","86.30540155731472","0.9835554957389832","106.53804604524102","81.16098049467645","0.9102008938789368","140.30058019301472","90.86973477253872","0.7748657464981079","92.59790358200573","89.67289747390073","0.9951089024543762","170.5429655586193","153.72637453332413","0.9890699982643127","85.56804183261846","139.78989322628595","0.9864172339439392","197.33013876123368","228.7933943756914","0.9749178290367126","41.01265302670548","157.50217133918696","0.9401057958602905","184.12929559844773","312.7147465258573","0.8350353240966797","64.92519802517361","78.27112248513552","0.9603537321090698","163.51495481004903","305.7098442685288","0.9801878333091736","101.5152276731005","304.95146354742815","0.04144036024808884","158.76278147977942","356.71988428166486","0.048416730016469955","60.12284821155025","342.1596614871405","0.014499925076961517","144.84084584354576","321.8174865182522","0.015367098152637482","119.13292579401553","320.35241591191925"
"4","0.7308354308171308","0.9895059466362","119.00412964665033","90.08029093784569","0.9910982847213745","130.40019116370507","85.62804905714188","0.9839832782745361","105.86713005514706","80.62971537092092","0.911039412021637","140.27458639705884","89.78158596342645","0.780192494392395","92.3694087009804","89.17818052578818","0.9949994087219238","170.06677964154412","153.89053749827158","0.9860249161720276","84.10465813929738","145.4824315974143","0.982692301273346","198.15439261642157","229.85730196522402","0.9734958410263062","41.20662514680352","157.8802922341676","0.9310463070869446","183.12244689542484","312.40430983821904","0.8409258127212524","65.66456514246323","89.19997493777656","0.9608729481697083","163.11459609885623","306.79992135647126","0.9789638519287109","100.45762005974265","305.12520309043146","0.04165109619498253","181.12347771139707","351.2287943342091","0.04645398259162903","61.113927504595594","342.3973421079923","0.016104765236377716","179.7958952461193","336.32524068376665","0.0151516767218709","117.1322811351103","320.6860567616151"
"5","0.7298903579221052","0.9892962574958801","118.80963892718546","90.42170971895742","0.9914930462837219","130.2459597120098","85.57779227737832","0.9814736247062683","105.33384235855802","80.83233048430587","0.9089491367340088","139.96181512969773","90.34710639345963","0.7706020474433899","92.45776207618465","89.39142547877489","0.995135486125946","170.79612183415034","153.80327883019913","0.9848931431770325","84.5898597069036","144.99394509644637","0.9841803312301636","197.71742876838238","229.63102897711562","0.9727509021759033","42.21220128676471","156.47851454473175","0.9299322962760925","183.84684244791669","311.67629545768807","0.8341228365898132","65.02066020092933","87.4589822144635","0.9612733125686646","163.44177645016342","306.6285476009403","0.9805389642715454","100.78805561938317","304.6874027758573","0.04430771246552467","180.18261080473857","351.5081192961837","0.04776960611343384","60.50083135467729","342.50056173949116","0.016398055478930473","179.6273903441585","337.20395248548124","0.015019325539469719","117.68900952308007","320.6423058974005"
"6","0.7295180557514814","0.9900084733963013","118.83168338950163","90.21535957809044","0.9914392232894897","130.51966050091912","84.5710200757052","0.9833508729934692","105.33871719260621","80.53736863938053","0.9054795503616333","143.7560795802696","88.73077932712252","0.7666480541229248","92.59938757404004","88.86400070865598","0.9951660633087158","170.44165517769608","154.2538479155144","0.9853128790855408","84.48838975694444","145.78855801472622","0.9827551245689392","198.97674760008172","229.42590224004428","0.9731219410896301","40.32291187959559","157.24358752765488","0.9307939410209656","186.37835733251634","299.6696971792036","0.8456749320030212","65.11056139578227","87.97392178425747","0.9612571001052856","163.25734655841504","307.0486855295907","0.9794079065322876","100.38366779003269","305.72151116565266","0.03962263837456703","181.2396758833742","352.1520023852323","0.04210798814892769","45.22329293045343","340.7410964290653","0.014842310920357704","145.35692401960785","321.79421754009957","0.014817948453128338","119.9447731566585","320.3790553270188"
"7","0.7288735729696996","0.9892829656600952","118.4964288449755","90.68003426610896","0.9913872480392456","130.0183344822304","85.66986354051438","0.9819513559341431","104.90215226715686","80.5237248513551","0.9073734283447266","140.16574435763889","90.02239396086837","0.7548636198043823","92.47967888327206","88.87259694327297","0.9950123429298401","170.51505693423204","153.92284832169526","0.9840880036354065","83.63089767156863","145.22444733476217","0.9837657809257507","198.91204235600492","230.03027991910955","0.9741533994674683","41.85393289802901","156.35795660778487","0.9295834898948669","182.98012727226308","312.3879761822456","0.8383226990699768","66.57265257991217","87.91781535190819","0.9617353677749634","163.22390088848042","307.17002125967923","0.9795964956283569","99.79003108404821","304.87715189435846","0.04135506600141525","159.32049121732027","356.77222327848455","0.04784992337226868","46.92486133450777","339.56918902101773","0.015497555024921894","145.01474417892157","322.0053559699945","0.015031998977065086","118.72975068933825","320.847643286781"
"8","0.7307355798342648","0.989410936832428","118.31842958537582","90.87111211456029","0.9911741614341736","129.8531885084763","85.8915021778208","0.9825093746185303","104.10378050959967","80.55037236846654","0.9081265330314636","143.27504276450165","89.39528203643529","0.7670263051986694","91.71314912683825","88.51272988108408","0.9949599504470825","171.00518918504903","153.94793215051163","0.9845879673957825","83.6898983226103","146.1097055620852","0.9839749932289124","198.2947335835376","229.4046749688883","0.9723676443099976","42.5701984081393","156.11849354431695","0.9357132911682129","185.1059219260621","312.1900926438053","0.8459467887878418","65.39083642897263","87.62635357612002","0.9637365937232971","163.0011903850082","306.7597029694414","0.9802979826927185","100.786172704759","304.9719454334901","0.04135667905211449","159.439737157884","356.95263887928655","0.04974611476063728","46.684279099009395","340.33576897815266","0.015674645081162453","143.7905464920343","322.03795846584626","0.015894895419478416","118.13982396343955","320.69976536573563"
"9","0.7327961830750984","0.9887989163398743","118.28421798406863","90.5716860610827","0.990491509437561","129.09845888225084","85.7006997977738","0.9839612245559692","103.34217345792484","80.938596472276","0.9124789834022522","143.21365655637257","88.80284672289824","0.7666348814964294","91.12846424377042","90.05297905575914","0.9949167966842651","171.02899688521242","153.67999861725664","0.9837483763694763","94.1397234349469","146.2184831737417","0.9843904376029968","198.84572546466504","228.60327256464328","0.9726435542106628","43.10847263710172","156.77138607058907","0.9388248324394226","183.96355124080884","312.44352357577435","0.8701594471931458","64.72086987464257","77.15820582567063","0.957031786441803","161.14789177389707","307.554931640625","0.9817448258399963","102.19039617800246","304.4895840535122","0.04319801554083824","159.67242072610296","356.7379679722069","0.05383985489606857","47.08334929023693","339.4244870886339","0.016322718933224678","145.01088260825165","321.267068238385","0.018348950892686844","119.56255744485294","320.0787947663164"
"10","0.7346559346598738","0.9893609285354614","118.91518586601308","90.77432548050332","0.9908141493797302","130.16864851409315","85.01219082722622","0.9832429885864258","104.26050921670752","80.59708046702158","0.9099460244178772","143.6142865349265","87.86767200031113","0.7898022532463074","92.02659058415033","89.91477493691234","0.9950331449508667","170.73366651348042","153.71472384022402","0.9834134578704834","85.32503414777369","146.65702887340987","0.9839500784873962","199.28450839971407","229.67427751659295","0.9724501967430115","41.3440140867545","156.87339040030423","0.9392417073249817","185.48606324040034","312.15201318791486","0.8777544498443604","64.44014006969977","78.42794502730919","0.960702121257782","163.5517035590278","307.1518727530421","0.9810622334480286","101.69836505565769","305.3818748271571","0.04230727627873421","159.7754384957108","356.920392871958","0.055242475122213364","47.82315123314951","339.2008067443308","0.01646728813648224","144.01769301470588","321.58408375967923","0.018360115587711334","118.24458103553923","320.43888058282636"
